Index,Hotel,Review,polarity,real_fake
510,Hotel Clique,"Typical hotel room, but the furnishings are quite upscale and appealing. This makes an airport stay much more enjoyable. Take out/room service is reasonable, but came in smallish take out plastic containers. Food was quite good and fresh.",positive,real
511,Hotel Clique,This hotel is located very close to the hotel and has all the amenities one needs! The staff were great and the room was very clean. COVID protocols were followed by everyone. Will definitely be back here when the world opens up again.,positive,real
512,Hotel Clique,"I actually live in Calgary but I needed a quiet space to write my book and get the creative juices flowing.   They staff were excellent. Very kind and helpful and the one lady liked my harry Potter back pack so I have to respect that!!   I didn't sleep so I cannot tell you how the bed is, but the shower is beautiful.  The hotel staff was great at supplying me utensils when skip the dishes forgot and they stocked me up on coffee all night so I didn't close my eyes.   I will definatly be back for more book writing!! The desk chair was very comfy, and excellent writing chair.  Thank you very much for the lovely experience.",positive,real
513,Hotel Clique,"My son just went ""wild"" over the colour lights and the remote control in the bedroom.   We arrived after a long day skiing at Lake Louise and were greeted by very friendly front desk staff.  We went up to our room to find it in perfect condition and remote control for the lights!!!  We then enjoyed a couple of delicious burgers in the restaurant.  The hot tub is great on the roof too!!",positive,real
514,Hotel Clique,"This Hotel is well managed especially during COVID-19, front desk agents are very friendly and my room is spacious.  The cleaning staff does a great job and gives their guests peace of mind.  Will definitely come back to stay again !",positive,fake
515,Hotel Clique,Beautiful and super clean rooms. Front desk agent was very friendly. Restaurant food was good and at a good price. Had a surprise waiting in our room for my birthday! Beautiful touch... Thanks again!!!,positive,fake
516,Hotel Clique,"I went to Calgary only for a one night getaway and my stay was awesome. No only are the rooms really cool and have a different vibe than what I’m used to for a hotel, but the best part was the incredible service. From the call to book, to front desk, to passing by the maids in the hallway, everyone was so friendly and super helpful. Even if you’re not looking for a hotel room that looks cool, the service alone will make your stay worthwhile!    I just wish I would have had my swimsuit so I could have enjoyed the hot tub on the rooftop.",positive,fake
517,Hotel Clique,We stayed for the night before an early morning flight so we didn’t get to try the hot tubs but the room was well appointed and quite nice. Beds were comfortable. Our son was particularly fond of the LEDs in the room.,positive,real
518,Hotel Clique,"Our family rented the corner pocket suite, and a double suite just across the hall. We were so pleased with our rooms, the friendliness of the staff, and the cleanliness of the entire hotel. Not to mention, we enjoyed great food at Tonic.",positive,real
519,Hotel Clique,"Amazing room, great overall hotel. The only bad thing is driving to the hotel is a hassle. I would stay there again without a doubt.  The bathroom is so nice with a tv close to the shower!! Great place.",positive,real
520,Hotel Clique,"We had a wonderful stay. We loved the roof top hot tubs, the comfy bed, and the unique style of the room. The restaurant was so great, really nice servers, and delicious and flavourful food. This hotel stay felt like a decent upgrade from a regular Best Western or Raddison where we would usually stay for the same price. All around very nice.",positive,real
521,Hotel Clique,"Our priorities are quiet and comfort; Hotel Clique was perfect on the first and superb on the second. With lots of special features to choose from - a great fitness room, two lovely rooftop hot tubs, snazzy LEDs around the bed, a fully-loaded shower - we felt cozy and entertained.",positive,fake
